90, *, 51744, Educated, *, NonMarried, Exec-managerial, Single, Orient, Male, 0, 0, 50-100, *, >50k
37, *, 181705, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
37, *, 433491, Educated, *, NonMarried, Other-service, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
37, *, 111128, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
37, *, 249720, Educated, *, NonMarried, Adm-clerical, Single, Orient, Female, 0, 0, 0-50, *, <=50k
37, *, 305597, Educated, *, Married, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
37, *, 99146, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
37, *, 198216, Educated, *, Married, Tech-support, Single, Occident, Female, 0, 0, 50-100, *, <=50k
37, *, 30267, Educated, *, NonMarried, Transport-moving, Single, Occident, Male, 0, 0, 50-100, *, >50k
37, *, 80680, Educated, *, Married, Prof-specialty, Single, Occident, Female, 1151, 0, 0-50, *, <=50k
37, *, 257295, Educated, *, Married, Exec-managerial, In-Family, Orient, Male, 0, 0, 50-100, *, >50k
37, *, 260093, Educated, *, NonMarried, Adm-clerical, Single, Orient, Female, 0, 0, 50-100, *, <=50k
37, *, 348739, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
37, *, 162494, Educated, *, NonMarried, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
37, *, 161141, Educated, *, NonMarried, Handlers-cleaners, Single, Occident, Male, 0, 0, 50-100, *, <=50k
37, *, 95654, Educated, *, Married, Exec-managerial, Single, Occident, Female, 0, 0, 0-50, *, <=50k
37, *, 143771, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
37, *, 27997, Educated, *, NonMarried, Transport-moving, Single, Occident, Male, 0, 0, 50-100, *, <=50k
37, *, 230035, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
37, *, 191137, Educated, *, Married, Prof-specialty, Single, Occident, Male, 0, 0, 0-50, *, <=50k
37, *, 227597, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
37, *, 38468, Educated, *, NonMarried, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
37, *, 301568, Educated, *, Married, Prof-specialty, In-Family, Occident, Female, 0, 0, 0-50, *, >50k
37, *, 103323, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
37, *, 151322, Educated, *, NonMarried, Prof-specialty, Single, Occident, Male, 0, 0, 50-100, *, <=50k
37, *, 37778, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
37, *, 66686, Educated, *, Married, Handlers-cleaners, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
37, *, 22463, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 1977, 50-100, *, >50k
37, *, 184964, Educated, *, Married, Exec-managerial, Single, Occident, Male, 0, 0, 50-100, *, >50k
37, *, 187748, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
37, *, 108366, Educated, *, NonMarried, Transport-moving, Single, Occident, Male, 0, 0, 50-100, *, <=50k
37, *, 154410, Educated, *, NonMarried, Exec-managerial, Single, Occident, Male, 0, 0, 50-100, *, <=50k
37, *, 295949, Educated, *, NonMarried, Machine-op-inspct, Single, Occident, Male, 0, 0, 50-100, *, <=50k
37, *, 192939, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
37, *, 67125, Educated, *, Married, Sales, Single, Occident, Male, 0, 0, 50-100, *, <=50k
37, *, 151771, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
37, *, 126743, Educated, *, Married, Other-service, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
37, *, 105266, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
37, *, 95336, Educated, *, NonMarried, Machine-op-inspct, Single, Occident, Male, 0, 0, 50-100, *, <=50k
37, *, 241998, Educated, *, Married, Tech-support, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
37, *, 167482, Educated, *, NonMarried, Craft-repair, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
37, *, 272950, Educated, *, Married, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
37, *, 143058, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
37, *, 249208, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
37, *, 76767, Educated, *, Married, Prof-specialty, In-Family, Occident, Female, 0, 0, 0-50, *, >50k
37, *, 269329, Educated, *, Married, Prof-specialty, Single, Occident, Female, 8614, 0, 50-100, *, >50k
37, *, 251396, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
37, *, 305259, Educated, *, Married, Exec-managerial, Single, Occident, Female, 0, 0, 50-100, *, <=50k
37, *, 328466, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
37, *, 315291, Educated, *, NonMarried, Adm-clerical, In-Family, Orient, Female, 0, 0, 50-100, *, <=50k
37, *, 352882, Educated, *, Married, Exec-managerial, Single, Orient, Female, 0, 0, 50-100, *, >50k
37, *, 588003, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 15024, 0, 50-100, *, >50k
37, *, 289653, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
37, *, 188069, Educated, *, Married, Adm-clerical, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
37, *, 186359, Educated, *, Married, Sales, In-Family, Occident, Male, 7688, 0, 50-100, *, >50k
37, *, 73199, Educated, *, Married, Sales, In-Family, Orient, Male, 3137, 0, 50-100, *, <=50k
37, *, 147638, Educated, *, Married, Other-service, Single, Orient, Female, 0, 0, 0-50, *, <=50k
37, *, 214542, Educated, *, Married, Adm-clerical, Single, Orient, Female, 0, 0, 50-100, *, <=50k
37, *, 184655, Educated, *, NonMarried, Craft-repair, Single, Occident, Male, 0, 0, 0-50, *, <=50k
37, *, 105803, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 3103, 0, 50-100, *, >50k
37, *, 86551, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
37, *, 271013, Educated, *, Married, Handlers-cleaners, Single, Occident, Male, 0, 0, 50-100, *, <=50k
37, *, 38948, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
37, *, 176293, Educated, *, Married, Prof-specialty, Single, Occident, Female, 0, 0, 0-50, *, <=50k
37, *, 212005, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
37, *, 197284, Educated, *, NonMarried, Adm-clerical, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
37, *, 380614, Educated, *, Married, Prof-specialty, In-Family, Occident, Female, 0, 0, 0-50, *, >50k
37, *, 167613, Educated, *, Married, Other-service, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
37, *, 204277, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 1848, 50-100, *, >50k
37, *, 183345, Educated, *, NonMarried, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
37, *, 160035, Educated, *, Married, Machine-op-inspct, Single, Occident, Male, 0, 0, 50-100, *, <=50k
37, *, 148015, Educated, *, Married, Prof-specialty, In-Family, Orient, Female, 15024, 0, 50-100, *, >50k
37, *, 186808, Educated, *, NonMarried, Sales, Single, Occident, Male, 0, 0, 50-100, *, <=50k
37, *, 169426, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
37, *, 176756, Educated, *, Married, Adm-clerical, In-Family, Orient, Male, 0, 1485, 50-100, *, >50k
37, *, 254973, Educated, *, Married, Handlers-cleaners, In-Family, Occident, Female, 0, 0, 50-100, *, >50k
37, *, 378916, Educated, *, Married, Adm-clerical, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
37, *, 308691, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
36, *, 245090, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 3137, 0, 50-100, *, <=50k
36, *, 182898, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 7298, 0, 50-100, *, >50k
36, *, 167482, Educated, *, Married, Adm-clerical, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
36, *, 28996, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 139703, Educated, *, NonMarried, Adm-clerical, Single, Orient, Female, 0, 0, 50-100, *, <=50k
36, *, 386726, Educated, *, Married, Prof-specialty, In-Family, Occident, Female, 0, 1977, 50-100, *, >50k
36, *, 150042, Educated, *, NonMarried, Adm-clerical, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
36, *, 272090, Educated, *, Married, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, <=50k
36, *, 297847, Educated, *, NonMarried, Other-service, Single, Orient, Female, 0, 2001, 50-100, *, <=50k
36, *, 267556, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 4064, 0, 50-100, *, <=50k
36, *, 353263, Educated, *, NonMarried, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, >50k
36, *, 301614, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 63509, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
36, *, 246449, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
36, *, 122493, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 127772, Educated, *, Married, Prof-specialty, Single, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 245521, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
36, *, 321274, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 177907, Educated, *, NonMarried, Prof-specialty, Single, Occident, Male, 0, 0, 50-100, *, >50k
36, *, 268620, Educated, *, Married, Exec-managerial, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
36, *, 117381, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 129591, Educated, *, NonMarried, Other-service, Single, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 269722, Educated, *, Married, Other-service, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 317040, Educated, *, Married, Adm-clerical, Single, Orient, Female, 0, 0, 50-100, *, <=50k
36, *, 208358, Educated, *, Married, Prof-specialty, Single, Occident, Male, 99999, 0, 50-100, *, >50k
36, *, 336595, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
36, *, 283122, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 1902, 50-100, *, >50k
36, *, 184456, Educated, *, NonMarried, Tech-support, Single, Occident, Male, 27828, 0, 50-100, *, >50k
36, *, 169037, Educated, *, NonMarried, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
36, *, 68781, Educated, *, Married, Adm-clerical, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
36, *, 30267, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 265881, Educated, *, Married, Machine-op-inspct, Single, Occident, Female, 0, 0, 50-100, *, <=50k
36, *, 184456, Educated, *, NonMarried, Exec-managerial, Single, Occident, Male, 27828, 0, 50-100, *, >50k
36, *, 188834, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 301227, Educated, *, Married, Priv-house-serv, Single, Orient, Female, 0, 0, 0-50, *, <=50k
36, *, 133974, Educated, *, Married, Sales, Single, Occident, Female, 0, 0, 50-100, *, <=50k
36, *, 166549, Educated, *, Married, Adm-clerical, Single, Occident, Male, 0, 0, 50-100, *, >50k
36, *, 180419, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 210945, Educated, *, Married, Adm-clerical, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 20333, Educated, *, Married, Sales, In-Family, Occident, Female, 7688, 0, 50-100, *, >50k
36, *, 218689, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 1977, 50-100, *, >50k
36, *, 118429, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 190023, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
36, *, 160120, Educated, *, Married, Adm-clerical, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
36, *, 218542, Educated, *, Married, Adm-clerical, In-Family, Occident, Female, 0, 0, 50-100, *, >50k
36, *, 469056, Educated, *, Married, Sales, Single, Orient, Female, 0, 0, 0-50, *, <=50k
36, *, 350783, Educated, *, NonMarried, Prof-specialty, Single, Occident, Female, 0, 0, 0-50, *, <=50k
36, *, 99270, Educated, *, Married, Farming-fishing, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
36, *, 172129, Educated, *, Married, Handlers-cleaners, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 268292, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 221650, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 180859, Educated, *, Married, Handlers-cleaners, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
36, *, 308945, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 139364, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
36, *, 150371, Educated, *, NonMarried, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 168826, Educated, *, NonMarried, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 192704, Educated, *, NonMarried, Exec-managerial, Single, Occident, Male, 4650, 0, 50-100, *, <=50k
36, *, 27053, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 50-100, *, <=50k
36, *, 184659, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
36, *, 207202, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 278576, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 370156, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 0-50, *, <=50k
36, *, 204590, Educated, *, Married, Prof-specialty, Single, Orient, Female, 0, 213, 50-100, *, <=50k
36, *, 102729, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 98389, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
36, *, 36270, Educated, *, Married, Transport-moving, Single, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 233571, Educated, *, Married, Exec-managerial, Single, Occident, Female, 0, 0, 0-50, *, <=50k
36, *, 183739, Educated, *, Married, Craft-repair, In-Family, Occident, Female, 0, 2002, 50-100, *, <=50k
36, *, 398931, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 1485, 50-100, *, >50k
36, *, 185744, Educated, *, Married, Exec-managerial, In-Family, Occident, Female, 0, 0, 0-50, *, >50k
36, *, 223789, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
36, *, 106964, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 326886, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
36, *, 237943, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 15024, 0, 50-100, *, >50k
36, *, 33394, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 1887, 0-50, *, >50k
36, *, 179666, Educated, *, Married, Craft-repair, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
36, *, 98037, Educated, *, Married, Other-service, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
36, *, 284166, Educated, *, NonMarried, Sales, Single, Occident, Male, 0, 0, 50-100, *, >50k
36, *, 173804, Educated, *, NonMarried, Sales, Single, Occident, Female, 0, 0, 0-50, *, <=50k
36, *, 222294, Educated, *, NonMarried, Exec-managerial, Single, Orient, Female, 0, 0, 50-100, *, <=50k
36, *, 73023, Educated, *, Married, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 36423, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 0-50, *, >50k
36, *, 150548, Educated, *, NonMarried, Machine-op-inspct, Single, Occident, Female, 0, 0, 0-50, *, <=50k
36, *, 414683, Educated, *, Married, Prof-specialty, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
36, *, 247807, Educated, *, NonMarried, Protective-serv, Single, Occident, Male, 0, 0, 50-100, *, >50k
36, *, 65624, Educated, *, NonMarried, Prof-specialty, Single, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 91037, Educated, *, Married, Adm-clerical, In-Family, Occident, Female, 0, 0, 50-100, *, >50k
36, *, 33983, Educated, *, NonMarried, Adm-clerical, Single, Occident, Male, 0, 0, 50-100, *, >50k
36, *, 101481, Educated, *, NonMarried, Adm-clerical, Single, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 32776, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 1977, 50-100, *, >50k
36, *, 193855, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 161141, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 110791, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
36, *, 35429, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 29702, Educated, *, Married, Sales, In-Family, Occident, Male, 7688, 0, 50-100, *, >50k
36, *, 266461, Educated, *, NonMarried, Transport-moving, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
36, *, 393673, Educated, *, Married, Exec-managerial, In-Family, Occident, Female, 0, 0, 50-100, *, >50k
36, *, 166697, Educated, *, Married, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, <=50k
36, *, 79649, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 91275, Educated, *, NonMarried, Adm-clerical, Single, Orient, Female, 0, 0, 50-100, *, <=50k
36, *, 286115, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
36, *, 58343, Educated, *, Married, Tech-support, In-Family, Occident, Male, 3103, 0, 50-100, *, >50k
36, *, 197202, Educated, *, Married, Other-service, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
36, *, 188540, Educated, *, NonMarried, Exec-managerial, Single, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 44364, Educated, *, NonMarried, Adm-clerical, In-Family, Orient, Female, 0, 0, 0-50, *, <=50k
36, *, 189404, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 1977, 0-50, *, >50k
36, *, 84848, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
36, *, 186376, Educated, *, Married, Machine-op-inspct, In-Family, Orient, Male, 0, 0, 50-100, *, >50k
36, *, 115834, Educated, *, Married, Exec-managerial, In-Family, Occident, Female, 7298, 0, 50-100, *, >50k
36, *, 239415, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
36, *, 337039, Educated, *, NonMarried, Tech-support, Single, Orient, Male, 14344, 0, 50-100, *, >50k
36, *, 160035, Educated, *, NonMarried, Other-service, Single, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 185325, Educated, *, NonMarried, Other-service, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
36, *, 147548, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 181705, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 20507, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 7688, 0, 50-100, *, >50k
36, *, 217926, Educated, *, Married, Machine-op-inspct, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
36, *, 186035, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 5178, 0, 50-100, *, >50k
36, *, 369843, Educated, *, Married, Other-service, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 119957, Educated, *, Married, Other-service, Single, Orient, Female, 0, 0, 0-50, *, <=50k
36, *, 178222, Educated, *, Married, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, <=50k
36, *, 107302, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
36, *, 127573, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 0-50, *, <=50k
36, *, 111268, Educated, *, Married, Sales, Single, Occident, Female, 0, 0, 50-100, *, <=50k
36, *, 47570, Educated, *, NonMarried, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, <=50k
36, *, 212433, Educated, *, NonMarried, Craft-repair, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
36, *, 191161, Educated, *, NonMarried, Sales, Single, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 185099, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
36, *, 171393, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 7298, 0, 50-100, *, >50k
36, *, 111128, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 410489, Educated, *, Married, Prof-specialty, Single, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 29814, Educated, *, NonMarried, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 211022, Educated, *, Married, Prof-specialty, Single, Occident, Male, 0, 0, 50-100, *, >50k
36, *, 224531, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
36, *, 347491, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
36, *, 109133, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
36, *, 24106, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 3103, 0, 50-100, *, >50k
36, *, 245090, Educated, *, NonMarried, Farming-fishing, Single, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 185394, Educated, *, NonMarried, Handlers-cleaners, Single, Occident, Female, 0, 0, 0-50, *, <=50k
36, *, 357720, Educated, *, NonMarried, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, <=50k
36, *, 126569, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
36, *, 182074, Educated, *, NonMarried, Adm-clerical, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 131239, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 3103, 0, 50-100, *, >50k
36, *, 49837, Educated, *, Married, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, <=50k
36, *, 282602, Educated, *, Married, Adm-clerical, In-Family, Orient, Female, 0, 0, 50-100, *, <=50k
36, *, 155537, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 176101, Educated, *, NonMarried, Craft-repair, In-Family, Occident, Male, 2174, 0, 50-100, *, <=50k
36, *, 46706, Educated, *, NonMarried, Other-service, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 313853, Educated, *, Married, Other-service, Single, Orient, Male, 0, 0, 50-100, *, >50k
36, *, 98360, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 201519, Educated, *, Married, Exec-managerial, In-Family, Occident, Female, 0, 0, 50-100, *, >50k
36, *, 347491, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
36, *, 218490, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
36, *, 207568, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 187046, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
36, *, 27408, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 185607, Educated, *, NonMarried, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
36, *, 88967, Educated, *, NonMarried, Transport-moving, Single, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 263130, Educated, *, NonMarried, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, <=50k
36, *, 181721, Educated, *, NonMarried, Farming-fishing, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
36, *, 168276, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 50-100, *, <=50k
36, *, 139703, Educated, *, NonMarried, Prof-specialty, Single, Orient, Female, 0, 0, 50-100, *, <=50k
36, *, 282092, Educated, *, NonMarried, Tech-support, Single, Occident, Female, 0, 0, 50-100, *, <=50k
36, *, 188834, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 128516, Educated, *, Married, Adm-clerical, In-Family, Occident, Female, 0, 0, 50-100, *, >50k
36, *, 218490, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
36, *, 174938, Educated, *, Married, Tech-support, Single, Occident, Male, 0, 0, 0-50, *, <=50k
36, *, 107125, Educated, *, Married, Tech-support, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 143486, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 7298, 0, 50-100, *, >50k
36, *, 181382, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 3103, 0, 50-100, *, >50k
36, *, 166549, Educated, *, Married, Adm-clerical, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 171676, Educated, *, NonMarried, Sales, Single, Occident, Female, 0, 1741, 50-100, *, <=50k
36, *, 143385, Educated, *, NonMarried, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 102729, Educated, *, NonMarried, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 98515, Educated, *, Married, Tech-support, Single, Occident, Female, 0, 0, 50-100, *, <=50k
36, *, 180752, Educated, *, NonMarried, Protective-serv, Single, Orient, Female, 0, 0, 50-100, *, <=50k
36, *, 149833, Educated, *, Married, Exec-managerial, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
36, *, 367020, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
36, *, 94954, Educated, *, Married, Transport-moving, Single, Occident, Female, 0, 0, 50-100, *, <=50k
36, *, 256636, Educated, *, Married, Exec-managerial, Single, Occident, Male, 0, 0, 50-100, *, <=50k
36, *, 108997, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
